0,entity,Domain,Conditions,Wet,day,,,,,,,,,,
15,6859,Philadelphia,Clear,33,1,,,,,,,,,,
10,6859,Philadelphia,clear sky,38,1,,,,,,,,,,
11,6859,Philadelphia,Sunny,33,1,,,,,,,,,,
12,6859,Philadelphia,Sunny,33,1,,,,,,,,,,
13,6859,Philadelphia,Fair,33,1,,,,,,,,,,
1,6860,Philadelphia,Fair,,1,,,,,,,,,,
2,6860,Philadelphia,Clear,33,1,,,,,,,,,,
3,6860,Philadelphia,Clear,33,1,,,,,,,,,,
4,6860,Philadelphia,Clear,41,1,,,,,,,,,,
5,6860,Philadelphia,Sunny,33,1,,,,,,,,,,
6,6860,Philadelphia,Clear,33,1,,,,,,,,,,
7,6860,Philadelphia,Sunny,27,1,,,,,,,,,,
14,6860,Philadelphia,Mostly Sunny,29,1,,,,,,,,,,
8,6860,Philadelphia,Sunny,33,1,,,,,,,,,,
9,6860,Philadelphia,Clear,33,1,,,,,,,,,,
15,6860,Philadelphia,Few Clouds,32,1,,,,,,,,,,
10,6860,Philadelphia,clear sky,33,1,,,,,,,,,,
11,6860,Philadelphia,Sunny,33,1,,,,,,,,,,
12,6860,Philadelphia,Sunny,33,1,,,,,,,,,,
13,6860,Philadelphia,A Few Clouds,32,1,,,,,,,,,,
1,6861,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6861,Philadelphia,Partly Cloudy,33,1,,,,,,,,,,
3,6861,Philadelphia,Clear,33,1,,,,,,,,,,
4,6861,Philadelphia,Clear,34,1,,,,,,,,,,
5,6861,Philadelphia,Mostly Sunny,32,1,,,,,,,,,,
6,6861,Philadelphia,Partly Cloudy,33,1,,,,,,,,,,
7,6861,Philadelphia,Sunny,27,1,,,,,,,,,,
14,6861,Philadelphia,Mostly Sunny,29,1,,,,,,,,,,
8,6861,Philadelphia,Sunny,32,1,,,,,,,,,,
9,6861,Philadelphia,Mostly Sunny,33,1,,,,,,,,,,
15,6861,Philadelphia,Few Clouds,32,1,,,,,,,,,,
10,6861,Philadelphia,clear sky,33,1,,,,,,,,,,
11,6861,Philadelphia,Mostly Sunny,32,1,,,,,,,,,,
12,6861,Philadelphia,Sunny,32,1,,,,,,,,,,
13,6861,Philadelphia,A Few Clouds,32,1,,,,,,,,,,
1,6862,Philadelphia,Fair,,1,,,,,,,,,,
2,6862,Philadelphia,Clear,31,1,,,,,,,,,,
3,6862,Philadelphia,Clear,29,1,,,,,,,,,,
4,6862,Philadelphia,Clear,35,1,,,,,,,,,,
5,6862,Philadelphia,Sunny,32,1,,,,,,,,,,
6,6862,Philadelphia,Clear,31,1,,,,,,,,,,
7,6862,Philadelphia,Sunny,26,1,,,,,,,,,,
14,6862,Philadelphia,Mostly Sunny,25,1,,,,,,,,,,
8,6862,Philadelphia,Rain/Snow mix,28,1,,,,,,,,,,
9,6862,Philadelphia,Clear,31,1,,,,,,,,,,
15,6862,Philadelphia,Clear,32,1,,,,,,,,,,
10,6862,Philadelphia,clear sky,33,1,,,,,,,,,,
11,6862,Philadelphia,Sunny,32,1,,,,,,,,,,
13,6862,Philadelphia,Fair,32,1,,,,,,,,,,
1,6863,Philadelphia,Fair,,1,,,,,,,,,,
2,6863,Philadelphia,Clear,31,1,,,,,,,,,,
3,6863,Philadelphia,Clear,29,1,,,,,,,,,,
4,6863,Philadelphia,Clear,35,1,,,,,,,,,,
5,6863,Philadelphia,Sunny,31,1,,,,,,,,,,
6,6863,Philadelphia,Clear,31,1,,,,,,,,,,
7,6863,Philadelphia,Sunny,25,1,,,,,,,,,,
14,6863,Philadelphia,Cloudy,21,1,,,,,,,,,,
8,6863,Philadelphia,Rain/Snow mix,28,1,,,,,,,,,,
9,6863,Philadelphia,Clear,31,1,,,,,,,,,,
15,6863,Philadelphia,Clear,31,1,,,,,,,,,,
10,6863,Philadelphia,clear sky,28,1,,,,,,,,,,
11,6863,Philadelphia,Sunny,31,1,,,,,,,,,,
12,6863,Philadelphia,Sunny,28,1,,,,,,,,,,
13,6863,Philadelphia,Fair,31,1,,,,,,,,,,
1,6864,Philadelphia,Fair,,1,,,,,,,,,,
2,6864,Philadelphia,Clear,31,1,,,,,,,,,,
3,6864,Philadelphia,Clear,29,1,,,,,,,,,,
4,6864,Philadelphia,Clear,35,1,,,,,,,,,,
5,6864,Philadelphia,Sunny,31,1,,,,,,,,,,
6,6864,Philadelphia,Clear,31,1,,,,,,,,,,
7,6864,Philadelphia,Sunny,28,1,,,,,,,,,,
14,6864,Philadelphia,Cloudy,21,1,,,,,,,,,,
8,6864,Philadelphia,Sunny,28,1,,,,,,,,,,
9,6864,Philadelphia,Clear,31,1,,,,,,,,,,
15,6864,Philadelphia,Clear,36,1,,,,,,,,,,
10,6864,Philadelphia,clear sky,28,1,,,,,,,,,,
11,6864,Philadelphia,Sunny,31,1,,,,,,,,,,
12,6864,Philadelphia,Sunny,28,1,,,,,,,,,,
13,6864,Philadelphia,Fair,31,1,,,,,,,,,,
1,6865,Philadelphia,Fair,,1,,,,,,,,,,
2,6865,Philadelphia,Clear,37,1,,,,,,,,,,
3,6865,Philadelphia,Clear,28,1,,,,,,,,,,
4,6865,Philadelphia,Clear,35,1,,,,,,,,,,
5,6865,Philadelphia,Sunny,36,1,,,,,,,,,,
6,6865,Philadelphia,Clear,37,1,,,,,,,,,,
7,6865,Philadelphia,Sunny,31,1,,,,,,,,,,
14,6865,Philadelphia,Mostly Sunny,21,1,,,,,,,,,,
8,6865,Philadelphia,Sunny,27,1,,,,,,,,,,
9,6865,Philadelphia,Clear,37,1,,,,,,,,,,
15,6865,Philadelphia,Clear,36,1,,,,,,,,,,
10,6865,Philadelphia,clear sky,26,1,,,,,,,,,,
11,6865,Philadelphia,Sunny,36,1,,,,,,,,,,
12,6865,Philadelphia,Sunny,27,1,,,,,,,,,,
13,6865,Philadelphia,Fair,36,1,,,,,,,,,,
1,6866,Philadelphia,Fair,,1,,,,,,,,,,
2,6866,Philadelphia,Clear,37,1,,,,,,,,,,
3,6866,Philadelphia,Clear,33,1,,,,,,,,,,
4,6866,Philadelphia,Clear,38,1,,,,,,,,,,
5,6866,Philadelphia,Sunny,37,1,,,,,,,,,,
6,6866,Philadelphia,Clear,37,1,,,,,,,,,,
7,6866,Philadelphia,Sunny,32,1,,,,,,,,,,
14,6866,Philadelphia,Mostly Sunny,20,1,,,,,,,,,,
8,6866,Philadelphia,Sunny,27,1,,,,,,,,,,
9,6866,Philadelphia,Clear,37,1,,,,,,,,,,
15,6866,Philadelphia,Clear,37,1,,,,,,,,,,
10,6866,Philadelphia,clear sky,26,1,,,,,,,,,,
11,6866,Philadelphia,Sunny,37,1,,,,,,,,,,
12,6866,Philadelphia,Sunny,32,1,,,,,,,,,,
13,6866,Philadelphia,Fair,37,1,,,,,,,,,,
1,6867,Philadelphia,Mostly Cloudy,,1,,,,,,,,,,
2,6867,Philadelphia,Mostly Cloudy,65,1,,,,,,,,,,
3,6867,Philadelphia,Overcast,65,1,,,,,,,,,,
4,6867,Philadelphia,Overcast,71,1,,,,,,,,,,
5,6867,Philadelphia,Mostly Cloudy,67,1,,,,,,,,,,
6,6867,Philadelphia,Mostly Cloudy,65,1,,,,,,,,,,
7,6867,Philadelphia,Cloudy,72,1,,,,,,,,,,
14,6867,Philadelphia,Mostly Sunny,65,1,,,,,,,,,,
8,6867,Philadelphia,Sunny,64,1,,,,,,,,,,
9,6867,Philadelphia,Mostly Cloudy,70,1,,,,,,,,,,
15,6867,Philadelphia,Mostly Cloudy,67,1,,,,,,,,,,
10,6867,Philadelphia,clear sky,65,1,,,,,,,,,,
11,6867,Philadelphia,Mostly Cloudy,67,1,,,,,,,,,,
12,6867,Philadelphia,Cloudy,64,1,,,,,,,,,,
1,6868,Philadelphia,Mostly Cloudy,,1,,,,,,,,,,
2,6868,Philadelphia,Mostly Cloudy,70,1,,,,,,,,,,
3,6868,Philadelphia,Overcast,65,1,,,,,,,,,,
4,6868,Philadelphia,Overcast,74,1,,,,,,,,,,
5,6868,Philadelphia,Mostly Cloudy,67,1,,,,,,,,,,
6,6868,Philadelphia,Mostly Cloudy,70,1,,,,,,,,,,
7,6868,Philadelphia,Cloudy,70,1,,,,,,,,,,
14,6868,Philadelphia,Mostly Sunny,65,1,,,,,,,,,,
8,6868,Philadelphia,Cloudy,64,1,,,,,,,,,,
9,6868,Philadelphia,Mostly Cloudy,70,1,,,,,,,,,,
15,6868,Philadelphia,Cloudy,62,1,,,,,,,,,,
10,6868,Philadelphia,mostly cloudy,65,1,,,,,,,,,,
11,6868,Philadelphia,Mostly Cloudy,67,1,,,,,,,,,,
12,6868,Philadelphia,Cloudy,64,1,,,,,,,,,,
1,6869,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6869,Philadelphia,Overcast,61,1,,,,,,,,,,
3,6869,Philadelphia,Partly Cloudy,67,1,,,,,,,,,,
4,6869,Philadelphia,Partly Cloudy,81,1,,,,,,,,,,
5,6869,Philadelphia,Cloudy,61,1,,,,,,,,,,
6,6869,Philadelphia,Overcast,61,1,,,,,,,,,,
7,6869,Philadelphia,Mostly Cloudy,67,1,,,,,,,,,,
14,6869,Philadelphia,Mostly Sunny,65,1,,,,,,,,,,
8,6869,Philadelphia,Cloudy,64,1,,,,,,,,,,
9,6869,Philadelphia,Cloudy,60,1,,,,,,,,,,
15,6869,Philadelphia,Cloudy,62,1,,,,,,,,,,
10,6869,Philadelphia,clear sky,64,1,,,,,,,,,,
11,6869,Philadelphia,Cloudy,61,1,,,,,,,,,,
12,6869,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
1,6870,Philadelphia,Mostly Cloudy,,1,,,,,,,,,,
2,6870,Philadelphia,Mostly Cloudy,65,1,,,,,,,,,,
3,6870,Philadelphia,Mostly Cloudy,70,1,,,,,,,,,,
4,6870,Philadelphia,Mostly Cloudy,82,1,,,,,,,,,,
5,6870,Philadelphia,Mostly Cloudy,62,1,,,,,,,,,,
6,6870,Philadelphia,Mostly Cloudy,65,1,,,,,,,,,,
7,6870,Philadelphia,Mostly Cloudy,67,1,,,,,,,,,,
14,6870,Philadelphia,Partly Cloudy,67,1,,,,,,,,,,
8,6870,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
9,6870,Philadelphia,Mostly Cloudy,65,1,,,,,,,,,,
15,6870,Philadelphia,Mostly Cloudy,62,1,,,,,,,,,,
10,6870,Philadelphia,clear sky,64,1,,,,,,,,,,
11,6870,Philadelphia,Mostly Cloudy,62,1,,,,,,,,,,
12,6870,Philadelphia,Mostly Cloudy,69,1,,,,,,,,,,
1,6871,Philadelphia,Mostly Cloudy,,1,,,,,,,,,,
2,6871,Philadelphia,Mostly Cloudy,65,1,,,,,,,,,,
3,6871,Philadelphia,Scattered Clouds,67,1,,,,,,,,,,
4,6871,Philadelphia,Scattered Clouds,78,1,,,,,,,,,,
5,6871,Philadelphia,Mostly Cloudy,59,1,,,,,,,,,,
6,6871,Philadelphia,Mostly Cloudy,65,1,,,,,,,,,,
7,6871,Philadelphia,Mostly Cloudy,63,1,,,,,,,,,,
14,6871,Philadelphia,Mostly Cloudy,70,1,,,,,,,,,,
8,6871,Philadelphia,Mostly Cloudy,69,1,,,,,,,,,,
9,6871,Philadelphia,Mostly Cloudy,65,1,,,,,,,,,,
15,6871,Philadelphia,Mostly Cloudy,59,1,,,,,,,,,,
10,6871,Philadelphia,mostly cloudy,69,1,,,,,,,,,,
11,6871,Philadelphia,Mostly Cloudy,59,1,,,,,,,,,,
12,6871,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
1,6872,Philadelphia,Mostly Cloudy,,1,,,,,,,,,,
2,6872,Philadelphia,Mostly Cloudy,60,1,,,,,,,,,,
3,6872,Philadelphia,Scattered Clouds,67,1,,,,,,,,,,
4,6872,Philadelphia,Scattered Clouds,74,1,,,,,,,,,,
5,6872,Philadelphia,Mostly Cloudy,59,1,,,,,,,,,,
6,6872,Philadelphia,Mostly Cloudy,60,1,,,,,,,,,,
7,6872,Philadelphia,Mostly Cloudy,65,1,,,,,,,,,,
14,6872,Philadelphia,Mostly Cloudy,70,1,,,,,,,,,,
8,6872,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
9,6872,Philadelphia,Mostly Cloudy,60,1,,,,,,,,,,
15,6872,Philadelphia,Mostly Clear,59,1,,,,,,,,,,
10,6872,Philadelphia,clear sky,69,1,,,,,,,,,,
11,6872,Philadelphia,Mostly Cloudy,59,1,,,,,,,,,,
12,6872,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
1,6873,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6873,Philadelphia,Partly Cloudy,60,1,,,,,,,,,,
3,6873,Philadelphia,Scattered Clouds,61,1,,,,,,,,,,
4,6873,Philadelphia,Scattered Clouds,77,1,,,,,,,,,,
5,6873,Philadelphia,Partly Cloudy,59,1,,,,,,,,,,
6,6873,Philadelphia,Partly Cloudy,60,1,,,,,,,,,,
7,6873,Philadelphia,Partly Cloudy,64,1,,,,,,,,,,
14,6873,Philadelphia,Partly Cloudy,67,1,,,,,,,,,,
8,6873,Philadelphia,Partly Cloudy,61,1,,,,,,,,,,
9,6873,Philadelphia,Partly Cloudy,60,1,,,,,,,,,,
15,6873,Philadelphia,Mostly Clear,59,1,,,,,,,,,,
10,6873,Philadelphia,clear sky,60,1,,,,,,,,,,
11,6873,Philadelphia,Partly Cloudy,59,1,,,,,,,,,,
12,6873,Philadelphia,Partly Cloudy,61,1,,,,,,,,,,
1,6874,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6874,Philadelphia,Partly Cloudy,60,1,,,,,,,,,,
3,6874,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
4,6874,Philadelphia,Partly Cloudy,82,1,,,,,,,,,,
5,6874,Philadelphia,Partly Cloudy,58,1,,,,,,,,,,
6,6874,Philadelphia,Partly Cloudy,60,1,,,,,,,,,,
7,6874,Philadelphia,Partly Cloudy,68,1,,,,,,,,,,
14,6874,Philadelphia,Partly Cloudy,61,1,,,,,,,,,,
8,6874,Philadelphia,Partly Cloudy,61,1,,,,,,,,,,
9,6874,Philadelphia,Partly Cloudy,60,1,,,,,,,,,,
15,6874,Philadelphia,Mostly Clear,59,1,,,,,,,,,,
10,6874,Philadelphia,clear sky,60,1,,,,,,,,,,
11,6874,Philadelphia,Partly Cloudy,58,1,,,,,,,,,,
12,6874,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
1,6875,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6875,Philadelphia,Partly Cloudy,60,1,,,,,,,,,,
3,6875,Philadelphia,Overcast,73,1,,,,,,,,,,
4,6875,Philadelphia,Overcast,84,1,,,,,,,,,,
5,6875,Philadelphia,Partly Cloudy,58,1,,,,,,,,,,
6,6875,Philadelphia,Partly Cloudy,60,1,,,,,,,,,,
7,6875,Philadelphia,Partly Cloudy,67,1,,,,,,,,,,
8,6875,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
9,6875,Philadelphia,Partly Cloudy,60,1,,,,,,,,,,
15,6875,Philadelphia,Cloudy,63,1,,,,,,,,,,
10,6875,Philadelphia,clear sky,64,1,,,,,,,,,,
11,6875,Philadelphia,Cloudy,63,1,,,,,,,,,,
12,6875,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
1,6876,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6876,Philadelphia,Overcast,60,1,,,,,,,,,,
3,6876,Philadelphia,Overcast,73,1,,,,,,,,,,
4,6876,Philadelphia,Overcast,85,1,,,,,,,,,,
5,6876,Philadelphia,Cloudy,63,1,,,,,,,,,,
6,6876,Philadelphia,Overcast,60,1,,,,,,,,,,
7,6876,Philadelphia,Cloudy,70,1,,,,,,,,,,
8,6876,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
9,6876,Philadelphia,Cloudy,60,1,,,,,,,,,,
15,6876,Philadelphia,Cloudy,63,1,,,,,,,,,,
10,6876,Philadelphia,mostly cloudy,74,1,,,,,,,,,,
11,6876,Philadelphia,Cloudy,63,1,,,,,,,,,,
12,6876,Philadelphia,Cloudy,72,1,,,,,,,,,,
1,6877,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6877,Philadelphia,Overcast,56,1,,,,,,,,,,
3,6877,Philadelphia,Scattered Clouds,66,1,,,,,,,,,,
4,6877,Philadelphia,Scattered Clouds,72,1,,,,,,,,,,
5,6877,Philadelphia,Cloudy,56,1,,,,,,,,,,
6,6877,Philadelphia,Overcast,56,1,,,,,,,,,,
7,6877,Philadelphia,Cloudy,61,1,,,,,,,,,,
8,6877,Philadelphia,Cloudy,72,1,,,,,,,,,,
9,6877,Philadelphia,Cloudy,55,1,,,,,,,,,,
15,6877,Philadelphia,Cloudy,56,1,,,,,,,,,,
10,6877,Philadelphia,mostly cloudy,74,1,,,,,,,,,,
11,6877,Philadelphia,Cloudy,56,1,,,,,,,,,,
12,6877,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
1,6878,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6878,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
3,6878,Philadelphia,Clear,59,1,,,,,,,,,,
4,6878,Philadelphia,Clear,70,1,,,,,,,,,,
5,6878,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
6,6878,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
7,6878,Philadelphia,Cloudy,60,1,,,,,,,,,,
8,6878,Philadelphia,Partly Cloudy,66,1,,,,,,,,,,
9,6878,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
15,6878,Philadelphia,Mostly Clear,52,1,,,,,,,,,,
10,6878,Philadelphia,clear sky,64,1,,,,,,,,,,
11,6878,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
12,6878,Philadelphia,Clear,58,1,,,,,,,,,,
1,6879,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6879,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
3,6879,Philadelphia,Clear,59,1,,,,,,,,,,
4,6879,Philadelphia,Clear,68,1,,,,,,,,,,
5,6879,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
6,6879,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
7,6879,Philadelphia,Partly Cloudy,49,1,,,,,,,,,,
8,6879,Philadelphia,Clear,58,1,,,,,,,,,,
9,6879,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
15,6879,Philadelphia,Mostly Clear,46,1,,,,,,,,,,
10,6879,Philadelphia,clear sky,59,1,,,,,,,,,,
11,6879,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
12,6879,Philadelphia,Clear,58,1,,,,,,,,,,
1,6880,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6880,Philadelphia,Partly Cloudy,48,1,,,,,,,,,,
3,6880,Philadelphia,Clear,59,1,,,,,,,,,,
4,6880,Philadelphia,Clear,70,1,,,,,,,,,,
5,6880,Philadelphia,Partly Cloudy,45,1,,,,,,,,,,
6,6880,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
7,6880,Philadelphia,Partly Cloudy,50,1,,,,,,,,,,
8,6880,Philadelphia,Clear,58,1,,,,,,,,,,
9,6880,Philadelphia,Winter storm watchPartly Cloudy,47,1,,,,,,,,,,
15,6880,Philadelphia,Mostly Clear,46,1,,,,,,,,,,
10,6880,Philadelphia,clear sky,59,1,,,,,,,,,,
11,6880,Philadelphia,Partly Cloudy,45,1,,,,,,,,,,
12,6880,Philadelphia,Clear,58,1,,,,,,,,,,
1,6881,Philadelphia,Fair,,1,,,,,,,,,,
2,6881,Philadelphia,Clear,48,1,,,,,,,,,,
3,6881,Philadelphia,Scattered Clouds,57,1,,,,,,,,,,
4,6881,Philadelphia,Scattered Clouds,71,1,,,,,,,,,,
5,6881,Philadelphia,Mostly Clear,47,1,,,,,,,,,,
6,6881,Philadelphia,Clear,48,1,,,,,,,,,,
7,6881,Philadelphia,Partly Cloudy,54,1,,,,,,,,,,
8,6881,Philadelphia,Clear,58,1,,,,,,,,,,
9,6881,Philadelphia,Winter storm watchClear,47,1,,,,,,,,,,
15,6881,Philadelphia,Clear,47,1,,,,,,,,,,
10,6881,Philadelphia,clear sky,59,1,,,,,,,,,,
11,6881,Philadelphia,Mostly Clear,47,1,,,,,,,,,,
12,6881,Philadelphia,Partly Cloudy,56,1,,,,,,,,,,
1,6882,Philadelphia,Fair,,1,,,,,,,,,,
2,6882,Philadelphia,Clear,48,1,,,,,,,,,,
3,6882,Philadelphia,Clear,56,1,,,,,,,,,,
4,6882,Philadelphia,Clear,71,1,,,,,,,,,,
5,6882,Philadelphia,Mostly Clear,47,1,,,,,,,,,,
6,6882,Philadelphia,Clear,48,1,,,,,,,,,,
7,6882,Philadelphia,Mostly Clear,48,1,,,,,,,,,,
8,6882,Philadelphia,Partly Cloudy,56,1,,,,,,,,,,
9,6882,Philadelphia,Winter storm watchMostly Sunny,51,1,,,,,,,,,,
15,6882,Philadelphia,Few Clouds,49,1,,,,,,,,,,
10,6882,Philadelphia,clear sky,59,1,,,,,,,,,,
11,6882,Philadelphia,Mostly Clear,47,1,,,,,,,,,,
12,6882,Philadelphia,Clear,55,1,,,,,,,,,,
1,6883,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6883,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
3,6883,Philadelphia,Clear,56,1,,,,,,,,,,
4,6883,Philadelphia,Clear,65,1,,,,,,,,,,
5,6883,Philadelphia,Mostly Clear,49,1,,,,,,,,,,
6,6883,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
7,6883,Philadelphia,Mostly Clear,48,1,,,,,,,,,,
8,6883,Philadelphia,Clear,55,1,,,,,,,,,,
9,6883,Philadelphia,Winter storm watchMostly Sunny,51,1,,,,,,,,,,
15,6883,Philadelphia,Few Clouds,51,1,,,,,,,,,,
10,6883,Philadelphia,clear sky,55,1,,,,,,,,,,
11,6883,Philadelphia,Mostly Clear,49,1,,,,,,,,,,
12,6883,Philadelphia,Clear,55,1,,,,,,,,,,
1,6884,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6884,Philadelphia,Partly Cloudy,55,1,,,,,,,,,,
3,6884,Philadelphia,Clear,54,1,,,,,,,,,,
4,6884,Philadelphia,Clear,63,1,,,,,,,,,,
5,6884,Philadelphia,Mostly Clear,51,1,,,,,,,,,,
6,6884,Philadelphia,Partly Cloudy,55,1,,,,,,,,,,
7,6884,Philadelphia,Clear,46,1,,,,,,,,,,
8,6884,Philadelphia,Clear,55,1,,,,,,,,,,
9,6884,Philadelphia,Winter storm watchMostly Sunny,55,1,,,,,,,,,,
15,6884,Philadelphia,Few Clouds,51,1,,,,,,,,,,
10,6884,Philadelphia,clear sky,54,1,,,,,,,,,,
11,6884,Philadelphia,Mostly Clear,51,1,,,,,,,,,,
12,6884,Philadelphia,Clear,53,1,,,,,,,,,,
1,6885,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6885,Philadelphia,Clear,55,1,,,,,,,,,,
3,6885,Philadelphia,Clear,51,1,,,,,,,,,,
4,6885,Philadelphia,Clear,67,1,,,,,,,,,,
5,6885,Philadelphia,Clear,53,1,,,,,,,,,,
6,6885,Philadelphia,Clear,55,1,,,,,,,,,,
7,6885,Philadelphia,Sunny,47,1,,,,,,,,,,
8,6885,Philadelphia,Clear,53,1,,,,,,,,,,
9,6885,Philadelphia,Winter storm watchClear,55,1,,,,,,,,,,
15,6885,Philadelphia,Clear,53,1,,,,,,,,,,
10,6885,Philadelphia,clear sky,54,1,,,,,,,,,,
11,6885,Philadelphia,Clear,53,1,,,,,,,,,,
12,6885,Philadelphia,Clear,51,1,,,,,,,,,,
1,6886,Philadelphia,Fair,,1,,,,,,,,,,
2,6886,Philadelphia,Clear,55,1,,,,,,,,,,
3,6886,Philadelphia,Clear,56,1,,,,,,,,,,
4,6886,Philadelphia,Clear,68,1,,,,,,,,,,
5,6886,Philadelphia,Clear,53,1,,,,,,,,,,
6,6886,Philadelphia,Clear,55,1,,,,,,,,,,
7,6886,Philadelphia,Sunny,43,1,,,,,,,,,,
8,6886,Philadelphia,Clear,51,1,,,,,,,,,,
9,6886,Philadelphia,Winter storm watchMostly Sunny,51,1,,,,,,,,,,
15,6886,Philadelphia,Few Clouds,51,1,,,,,,,,,,
10,6886,Philadelphia,clear sky,50,1,,,,,,,,,,
11,6886,Philadelphia,Mostly Sunny,51,1,,,,,,,,,,
12,6886,Philadelphia,Sunny,56,1,,,,,,,,,,
1,6887,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6887,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
3,6887,Philadelphia,Clear,56,1,,,,,,,,,,
4,6887,Philadelphia,Clear,61,1,,,,,,,,,,
5,6887,Philadelphia,Mostly Sunny,51,1,,,,,,,,,,
6,6887,Philadelphia,Partly Cloudy,51,1,,,,,,,,,,
7,6887,Philadelphia,Sunny,45,1,,,,,,,,,,
8,6887,Philadelphia,Sunny,56,1,,,,,,,,,,
9,6887,Philadelphia,Winter storm watchMostly Sunny,51,1,,,,,,,,,,
15,6887,Philadelphia,Few Clouds,45,1,,,,,,,,,,
10,6887,Philadelphia,clear sky,59,1,,,,,,,,,,
11,6887,Philadelphia,Mostly Sunny,51,1,,,,,,,,,,
12,6887,Philadelphia,Sunny,56,1,,,,,,,,,,
1,6888,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6888,Philadelphia,Partly Cloudy,44,1,,,,,,,,,,
13,6889,Philadelphia,Mostly Cloudy,68,1,,,,,,,,,,
13,6890,Philadelphia,Mostly Cloudy,68,1,,,,,,,,,,
13,6891,Philadelphia,Overcast,62,1,,,,,,,,,,
13,6892,Philadelphia,Mostly Cloudy,62,1,,,,,,,,,,
13,6893,Philadelphia,Mostly Cloudy,59,1,,,,,,,,,,
13,6894,Philadelphia,Partly Cloudy,59,1,,,,,,,,,,
13,6895,Philadelphia,Partly Cloudy,59,1,,,,,,,,,,
13,6896,Philadelphia,Partly Cloudy,59,1,,,,,,,,,,
13,6897,Philadelphia,Overcast,64,1,,,,,,,,,,
13,6898,Philadelphia,Overcast,64,1,,,,,,,,,,
13,6899,Philadelphia,Overcast,57,1,,,,,,,,,,
13,6900,Philadelphia,Partly Cloudy,52,1,,,,,,,,,,
13,6901,Philadelphia,Partly Cloudy,46,1,,,,,,,,,,
13,6902,Philadelphia,Partly Cloudy,46,1,,,,,,,,,,
13,6903,Philadelphia,A Few Clouds,48,1,,,,,,,,,,
13,6904,Philadelphia,A Few Clouds,50,1,,,,,,,,,,
13,6905,Philadelphia,A Few Clouds,52,1,,,,,,,,,,
13,6906,Philadelphia,A Few Clouds,52,1,,,,,,,,,,
13,6907,Philadelphia,Fair,54,1,,,,,,,,,,
13,6908,Philadelphia,A Few Clouds,51,1,,,,,,,,,,
13,6909,Philadelphia,A Few Clouds,45,1,,,,,,,,,,
1,6910,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6910,Philadelphia,Overcast,65,1,,,,,,,,,,
3,6910,Philadelphia,Overcast,61,1,,,,,,,,,,
4,6910,Philadelphia,Overcast,69,1,,,,,,,,,,
5,6910,Philadelphia,Cloudy,64,1,,,,,,,,,,
6,6910,Philadelphia,Overcast,65,1,,,,,,,,,,
7,6910,Philadelphia,Cloudy,64,1,,,,,,,,,,
14,6910,Philadelphia,Cloudy,67,1,,,,,,,,,,
8,6910,Philadelphia,Cloudy,61,1,,,,,,,,,,
9,6910,Philadelphia,Cloudy,64,1,,,,,,,,,,
15,6910,Philadelphia,Cloudy,64,1,,,,,,,,,,
10,6910,Philadelphia,mostly cloudy,60,1,,,,,,,,,,
11,6910,Philadelphia,Cloudy,64,1,,,,,,,,,,
